Datum;Kontobezeichnung;Nummer;Beschreibung;Bemerkung;Buchungstext;Kategorie;Kontoart;Aktion;Abgleichen;Nach m. Währung;Von m. Währung;Nach numerisch;Von numerisch;Nach Kurs;Von Kurs
;;;;;;Girokonto;S;;N;;-17,91 €;;-17,91;;1,00
16.11.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;11,39 €;;11,39;;;
;;;;;;Lebensmittel;S;;N;11,39 €;;11,39;;1,00;
;;;;;;Girokonto;S;;N;;-11,39 €;;-11,39;;1,00
16.11.2017;Lebensmittel;;Füllhorn;;;Girokonto;T;;N;23,11 €;;23,11;;;
;;;;;;Lebensmittel;S;;N;23,11 €;;23,11;;1,00;
;;;;;;Girokonto;S;;N;;-23,11 €;;-23,11;;1,00
21.11.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;5,96 €;;5,96;;;
;;;;;;Lebensmittel;S;;N;5,96 €;;5,96;;1,00;
;;;;;;Girokonto;S;;N;;-5,96 €;;-5,96;;1,00
21.11.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;10,18 €;;10,18;;;
;;;;;;Lebensmittel;S;;N;10,18 €;;10,18;;1,00;
;;;;;;Girokonto;S;;N;;-10,18 €;;-10,18;;1,00
22.11.2017;Lebensmittel;;Füllhorn;;;Girokonto;T;;N;22,83 €;;22,83;;;
;;;;;;Lebensmittel;S;;N;22,83 €;;22,83;;1,00;
;;;;;;Girokonto;S;;N;;-22,83 €;;-22,83;;1,00
27.11.2017;Lebensmittel;;Aldi;;;Girokonto;T;;N;14,53 €;;14,53;;;
;;;;;;Lebensmittel;S;;N;14,53 €;;14,53;;1,00;
;;;;;;Girokonto;S;;N;;-14,53 €;;-14,53;;1,00
28.11.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;6,26 €;;6,26;;;
;;;;;;Lebensmittel;S;;N;6,26 €;;6,26;;1,00;
;;;;;;Girokonto;S;;N;;-6,26 €;;-6,26;;1,00
29.11.2017;Lebensmittel;;Teekampagne;;;Girokonto;T;;N;27,10 €;;27,10;;;
;;;;;;Lebensmittel;S;;N;27,10 €;;27,10;;1,00;
;;;;;;Girokonto;S;;N;;-27,10 €;;-27,10;;1,00
01.12.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;7,99 €;;7,99;;;
;;;;;;Lebensmittel;S;;N;7,99 €;;7,99;;1,00;
;;;;;;Girokonto;S;;N;;-7,99 €;;-7,99;;1,00
04.12.2017;Lebensmittel;;Füllhorn;;;Girokonto;T;;N;23,52 €;;23,52;;;
;;;;;;Lebensmittel;S;;N;23,52 €;;23,52;;1,00;
;;;;;;Girokonto;S;;N;;-23,52 €;;-23,52;;1,00
04.12.2017;Lebensmittel;;Aldi;;;Girokonto;T;;N;14,55 €;;14,55;;;
;;;;;;Lebensmittel;S;;N;14,55 €;;14,55;;1,00;
;;;;;;Girokonto;S;;N;;-14,55 €;;-14,55;;1,00
05.12.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;5,32 €;;5,32;;;
;;;;;;Lebensmittel;S;;N;5,32 €;;5,32;;1,00;
;;;;;;Girokonto;S;;N;;-5,32 €;;-5,32;;1,00
12.12.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;9,46 €;;9,46;;;
;;;;;;Lebensmittel;S;;N;9,46 €;;9,46;;1,00;
;;;;;;Girokonto;S;;N;;-9,46 €;;-9,46;;1,00
12.12.2017;Lebensmittel;;Rewe;;;Girokonto;T;;N;19,74 €;;19,74;;;
;;;;;;Lebensmittel;S;;N;19,74 €;;19,74;;1,00;
;;;;;;Girokonto;S;;N;;-19,74 €;;-19,74;;1,00
23.12.2017;Lebensmittel;;Lebensmittel;;;Bargeld;T;;N;150,00 €;;150,00;;;
;;;;;;Lebensmittel;S;;N;150,00 €;;150,00;;1,00;
;;;;;;Bargeld;S;;N;;-150,00 €;;-150,00;;1,00
19.01.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;26,12 €;;26,12;;;
;;;;;;Lebensmittel;S;;N;26,12 €;;26,12;;1,00;
;;;;;;Girokonto;S;;N;;-26,12 €;;-26,12;;1,00
23.01.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;12,08 €;;12,08;;;
;;;;;;Lebensmittel;S;;N;12,08 €;;12,08;;1,00;
;;;;;;Girokonto;S;;N;;-12,08 €;;-12,08;;1,00
23.01.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;14,73 €;;14,73;;;
;;;;;;Lebensmittel;S;;N;14,73 €;;14,73;;1,00;
;;;;;;Girokonto;S;;N;;-14,73 €;;-14,73;;1,00
23.01.2018;Lebensmittel;;Oliven;;;Bargeld;T;;N;40,00 €;;40,00;;;
;;;;;;Lebensmittel;S;;N;40,00 €;;40,00;;1,00;
;;;;;;Bargeld;S;;N;;-40,00 €;;-40,00;;1,00
23.01.2018;Lebensmittel;;Lebensmittel;;;Bargeld;T;;N;50,00 €;;50,00;;;
;;;;;;Lebensmittel;S;;N;50,00 €;;50,00;;1,00;
;;;;;;Bargeld;S;;N;;-50,00 €;;-50,00;;1,00
25.01.2018;Lebensmittel;;Füllhorn;;;Girokonto;T;;N;47,58 €;;47,58;;;
;;;;;;Lebensmittel;S;;N;47,58 €;;47,58;;1,00;
;;;;;;Girokonto;S;;N;;-47,58 €;;-47,58;;1,00
29.01.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;17,80 €;;17,80;;;
;;;;;;Lebensmittel;S;;N;17,80 €;;17,80;;1,00;
;;;;;;Girokonto;S;;N;;-17,80 €;;-17,80;;1,00
29.01.2018;Lebensmittel;;Alnatura;;;Girokonto;T;;N;17,49 €;;17,49;;;
;;;;;;Lebensmittel;S;;N;17,49 €;;17,49;;1,00;
;;;;;;Girokonto;S;;N;;-17,49 €;;-17,49;;1,00
31.01.2018;Lebensmittel;;Aldi;;;Girokonto;T;;N;16,46 €;;16,46;;;
;;;;;;Lebensmittel;S;;N;16,46 €;;16,46;;1,00;
;;;;;;Girokonto;S;;N;;-16,46 €;;-16,46;;1,00
02.02.2018;Lebensmittel;;Füllhorn;;;Girokonto;T;;N;33,80 €;;33,80;;;
;;;;;;Lebensmittel;S;;N;33,80 €;;33,80;;1,00;
;;;;;;Girokonto;S;;N;;-33,80 €;;-33,80;;1,00
06.02.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;15,44 €;;15,44;;;
;;;;;;Lebensmittel;S;;N;15,44 €;;15,44;;1,00;
;;;;;;Girokonto;S;;N;;-15,44 €;;-15,44;;1,00
06.02.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;25,64 €;;25,64;;;
;;;;;;Lebensmittel;S;;N;25,64 €;;25,64;;1,00;
;;;;;;Girokonto;S;;N;;-25,64 €;;-25,64;;1,00
08.02.2018;Lebensmittel;;Alnatura;;;Girokonto;T;;N;12,56 €;;12,56;;;
;;;;;;Lebensmittel;S;;N;12,56 €;;12,56;;1,00;
;;;;;;Girokonto;S;;N;;-12,56 €;;-12,56;;1,00
09.02.2018;Lebensmittel;;Füllhorn;;;Girokonto;T;;N;36,09 €;;36,09;;;
;;;;;;Lebensmittel;S;;N;36,09 €;;36,09;;1,00;
;;;;;;Girokonto;S;;N;;-36,09 €;;-36,09;;1,00
13.02.2018;Lebensmittel;;Mate Tee;;;Girokonto;T;;N;21,29 €;;21,29;;;
;;;;;;Lebensmittel;S;;N;21,29 €;;21,29;;1,00;
;;;;;;Girokonto;S;;N;;-21,29 €;;-21,29;;1,00
13.02.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;23,29 €;;23,29;;;
;;;;;;Lebensmittel;S;;N;23,29 €;;23,29;;1,00;
;;;;;;Girokonto;S;;N;;-23,29 €;;-23,29;;1,00
15.02.2018;Lebensmittel;;Füllhorn;;;Girokonto;T;;N;24,02 €;;24,02;;;
;;;;;;Lebensmittel;S;;N;24,02 €;;24,02;;1,00;
;;;;;;Girokonto;S;;N;;-24,02 €;;-24,02;;1,00
19.02.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;6,98 €;;6,98;;;
;;;;;;Lebensmittel;S;;N;6,98 €;;6,98;;1,00;
;;;;;;Girokonto;S;;N;;-6,98 €;;-6,98;;1,00
20.02.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;12,92 €;;12,92;;;
;;;;;;Lebensmittel;S;;N;12,92 €;;12,92;;1,00;
;;;;;;Girokonto;S;;N;;-12,92 €;;-12,92;;1,00
21.02.2018;Lebensmittel;;Füllhorn;;;Girokonto;T;;N;35,71 €;;35,71;;;
;;;;;;Lebensmittel;S;;N;35,71 €;;35,71;;1,00;
;;;;;;Girokonto;S;;N;;-35,71 €;;-35,71;;1,00
23.02.2018;Lebensmittel;;Oliven;;;Bargeld;T;;N;40,00 €;;40,00;;;
;;;;;;Lebensmittel;S;;N;40,00 €;;40,00;;1,00;
;;;;;;Bargeld;S;;N;;-40,00 €;;-40,00;;1,00
23.02.2018;Lebensmittel;;Lebensmittel;;;Bargeld;T;;N;50,00 €;;50,00;;;
;;;;;;Lebensmittel;S;;N;50,00 €;;50,00;;1,00;
;;;;;;Bargeld;S;;N;;-50,00 €;;-50,00;;1,00
23.02.2018;Lebensmittel;;Bäcker;;;Bargeld;T;;N;20,00 €;;20,00;;;
;;;;;;Lebensmittel;S;;N;20,00 €;;20,00;;1,00;
;;;;;;Bargeld;S;;N;;-20,00 €;;-20,00;;1,00
26.02.2018;Lebensmittel;;Alnatura;;;Girokonto;T;;N;24,45 €;;24,45;;;
;;;;;;Lebensmittel;S;;N;24,45 €;;24,45;;1,00;
;;;;;;Girokonto;S;;N;;-24,45 €;;-24,45;;1,00
27.02.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;14,07 €;;14,07;;;
;;;;;;Lebensmittel;S;;N;14,07 €;;14,07;;1,00;
;;;;;;Girokonto;S;;N;;-14,07 €;;-14,07;;1,00
28.02.2018;Lebensmittel;;Füllhorn;;;Girokonto;T;;N;27,57 €;;27,57;;;
;;;;;;Lebensmittel;S;;N;27,57 €;;27,57;;1,00;
;;;;;;Girokonto;S;;N;;-27,57 €;;-27,57;;1,00
05.03.2018;Lebensmittel;;Füllhorn;;;Girokonto;T;;N;28,59 €;;28,59;;;
;;;;;;Lebensmittel;S;;N;28,59 €;;28,59;;1,00;
;;;;;;Girokonto;S;;N;;-28,59 €;;-28,59;;1,00
06.03.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;18,67 €;;18,67;;;
;;;;;;Lebensmittel;S;;N;18,67 €;;18,67;;1,00;
;;;;;;Girokonto;S;;N;;-18,67 €;;-18,67;;1,00
08.03.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;20,51 €;;20,51;;;
;;;;;;Lebensmittel;S;;N;20,51 €;;20,51;;1,00;
;;;;;;Girokonto;S;;N;;-20,51 €;;-20,51;;1,00
12.03.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;39,68 €;;39,68;;;
;;;;;;Lebensmittel;S;;N;39,68 €;;39,68;;1,00;
;;;;;;Girokonto;S;;N;;-39,68 €;;-39,68;;1,00
15.03.2018;Lebensmittel;;Füllhorn;;;Girokonto;T;;N;37,43 €;;37,43;;;
;;;;;;Lebensmittel;S;;N;37,43 €;;37,43;;1,00;
;;;;;;Girokonto;S;;N;;-37,43 €;;-37,43;;1,00
16.03.2018;Lebensmittel;;Alnatura;;;Girokonto;T;;N;17,96 €;;17,96;;;
;;;;;;Lebensmittel;S;;N;17,96 €;;17,96;;1,00;
;;;;;;Girokonto;S;;N;;-17,96 €;;-17,96;;1,00
20.03.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;15,11 €;;15,11;;;
;;;;;;Lebensmittel;S;;N;15,11 €;;15,11;;1,00;
;;;;;;Girokonto;S;;N;;-15,11 €;;-15,11;;1,00
20.03.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;12,42 €;;12,42;;;
;;;;;;Lebensmittel;S;;N;12,42 €;;12,42;;1,00;
;;;;;;Girokonto;S;;N;;-12,42 €;;-12,42;;1,00
22.03.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;12,84 €;;12,84;;;
;;;;;;Lebensmittel;S;;N;12,84 €;;12,84;;1,00;
;;;;;;Girokonto;S;;N;;-12,84 €;;-12,84;;1,00
22.03.2018;Lebensmittel;;Füllhorn;;;Girokonto;T;;N;46,64 €;;46,64;;;
;;;;;;Lebensmittel;S;;N;46,64 €;;46,64;;1,00;
;;;;;;Girokonto;S;;N;;-46,64 €;;-46,64;;1,00
23.03.2018;Lebensmittel;;Oliven;;;Bargeld;T;;N;40,00 €;;40,00;;;
;;;;;;Lebensmittel;S;;N;40,00 €;;40,00;;1,00;
;;;;;;Bargeld;S;;N;;-40,00 €;;-40,00;;1,00
26.03.2018;Lebensmittel;;Aldi;;;Girokonto;T;;N;16,72 €;;16,72;;;
;;;;;;Lebensmittel;S;;N;16,72 €;;16,72;;1,00;
;;;;;;Girokonto;S;;N;;-16,72 €;;-16,72;;1,00
27.03.2018;Lebensmittel;;Mate Tee;;;Girokonto;T;;N;33,50 €;;33,50;;;
;;;;;;Lebensmittel;S;;N;33,50 €;;33,50;;1,00;
;;;;;;Girokonto;S;;N;;-33,50 €;;-33,50;;1,00
27.03.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;22,63 €;;22,63;;;
;;;;;;Lebensmittel;S;;N;22,63 €;;22,63;;1,00;
;;;;;;Girokonto;S;;N;;-22,63 €;;-22,63;;1,00
03.04.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;12,15 €;;12,15;;;
;;;;;;Lebensmittel;S;;N;12,15 €;;12,15;;1,00;
;;;;;;Girokonto;S;;N;;-12,15 €;;-12,15;;1,00
04.04.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;20,63 €;;20,63;;;
;;;;;;Lebensmittel;S;;N;20,63 €;;20,63;;1,00;
;;;;;;Girokonto;S;;N;;-20,63 €;;-20,63;;1,00
07.04.2018;Lebensmittel;;Automat;;;Mastercard;T;;N;3,03 €;;3,03;;;
;;;;;;Lebensmittel;S;;N;3,03 €;;3,03;;1,00;
;;;;;;Mastercard;S;;N;;-3,03 €;;-3,03;;1,00
07.04.2018;Lebensmittel;;Automat;;;Mastercard;T;;N;3,03 €;;3,03;;;
;;;;;;Lebensmittel;S;;N;3,03 €;;3,03;;1,00;
;;;;;;Mastercard;S;;N;;-3,03 €;;-3,03;;1,00
10.04.2018;Lebensmittel;;Füllhorn;;;Girokonto;T;;N;26,55 €;;26,55;;;
;;;;;;Lebensmittel;S;;N;26,55 €;;26,55;;1,00;
;;;;;;Girokonto;S;;N;;-26,55 €;;-26,55;;1,00
10.04.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;21,55 €;;21,55;;;
;;;;;;Lebensmittel;S;;N;21,55 €;;21,55;;1,00;
;;;;;;Girokonto;S;;N;;-21,55 €;;-21,55;;1,00
12.04.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;10,78 €;;10,78;;;
;;;;;;Lebensmittel;S;;N;10,78 €;;10,78;;1,00;
;;;;;;Girokonto;S;;N;;-10,78 €;;-10,78;;1,00
13.04.2018;Lebensmittel;;Füllhorn;;;Girokonto;T;;N;15,29 €;;15,29;;;
;;;;;;Lebensmittel;S;;N;15,29 €;;15,29;;1,00;
;;;;;;Girokonto;S;;N;;-15,29 €;;-15,29;;1,00
13.04.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;6,78 €;;6,78;;;
;;;;;;Lebensmittel;S;;N;6,78 €;;6,78;;1,00;
;;;;;;Girokonto;S;;N;;-6,78 €;;-6,78;;1,00
13.04.2018;Lebensmittel;;Automat;;;Mastercard;T;;N;3,03 €;;3,03;;;
;;;;;;Lebensmittel;S;;N;3,03 €;;3,03;;1,00;
;;;;;;Mastercard;S;;N;;-3,03 €;;-3,03;;1,00
13.04.2018;Lebensmittel;;Automat;;;Mastercard;T;;N;3,03 €;;3,03;;;
;;;;;;Lebensmittel;S;;N;3,03 €;;3,03;;1,00;
;;;;;;Mastercard;S;;N;;-3,03 €;;-3,03;;1,00
16.04.2018;Lebensmittel;;Scheck-IN;;;Girokonto;T;;N;15,62 €;;15,62;;;
;;;;;;Lebensmittel;S;;N;15,62 €;;15,62;;1,00;
;;;;;;Girokonto;S;;N;;-15,62 €;;-15,62;;1,00
17.04.2018;Lebensmittel;;Füllhorn;;;Girokonto;T;;N;19,69 €;;19,69;;;
;;;;;;Lebensmittel;S;;N;19,69 €;;19,69;;1,00;
;;;;;;Girokonto;S;;N;;-19,69 €;;-19,69;;1,00
23.04.2018;Lebensmittel;;Oliven;;;Bargeld;T;;N;40,00 €;;40,00;;;
;;;;;;Lebensmittel;S;;N;40,00 €;;40,00;;1,00;
;;;;;;Bargeld;S;;N;;-40,00 €;;-40,00;;1,00
23.04.2018;Lebensmittel;;Bäcker;;;Bargeld;T;;N;20,00 €;;20,00;;;
;;;;;;Lebensmittel;S;;N;20,00 €;;20,00;;1,00;
;;;;;;Bargeld;S;;N;;-20,00 €;;-20,00;;1,00
24.04.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;27,33 €;;27,33;;;
;;;;;;Lebensmittel;S;;N;27,33 €;;27,33;;1,00;
;;;;;;Girokonto;S;;N;;-27,33 €;;-27,33;;1,00
24.04.2018;Lebensmittel;;Füllhorn;;;Girokonto;T;;N;22,11 €;;22,11;;;
;;;;;;Lebensmittel;S;;N;22,11 €;;22,11;;1,00;
;;;;;;Girokonto;S;;N;;-22,11 €;;-22,11;;1,00
26.04.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;8,77 €;;8,77;;;
;;;;;;Lebensmittel;S;;N;8,77 €;;8,77;;1,00;
;;;;;;Girokonto;S;;N;;-8,77 €;;-8,77;;1,00
27.04.2018;Lebensmittel;;Füllhorn;;;Girokonto;T;;N;32,47 €;;32,47;;;
;;;;;;Lebensmittel;S;;N;32,47 €;;32,47;;1,00;
;;;;;;Girokonto;S;;N;;-32,47 €;;-32,47;;1,00
27.04.2018;Lebensmittel;;Oliven;;;Bargeld;T;;N;12,30 €;;12,30;;;
;;;;;;Lebensmittel;S;;N;12,30 €;;12,30;;1,00;
;;;;;;Bargeld;S;;N;;-12,30 €;;-12,30;;1,00
27.04.2018;Lebensmittel;;Bäcker;;;Bargeld;T;;N;5,00 €;;5,00;;;
;;;;;;Lebensmittel;S;;N;5,00 €;;5,00;;1,00;
;;;;;;Bargeld;S;;N;;-5,00 €;;-5,00;;1,00
28.04.2018;Lebensmittel;;Bäcker;;;Bargeld;T;;N;2,05 €;;2,05;;;
;;;;;;Lebensmittel;S;;N;2,05 €;;2,05;;1,00;
;;;;;;Bargeld;S;;N;;-2,05 €;;-2,05;;1,00
29.04.2018;Lebensmittel;;Spargel + Erdbeeren;;;Bargeld;T;;N;10,00 €;;10,00;;;
;;;;;;Lebensmittel;S;;N;10,00 €;;10,00;;1,00;
;;;;;;Bargeld;S;;N;;-10,00 €;;-10,00;;1,00
30.04.2018;Lebensmittel;;Soda Stream Kartusche;;;Girokonto;T;;N;8,99 €;;8,99;;;
;;;;;;Lebensmittel;S;;N;8,99 €;;8,99;;1,00;
;;;;;;Girokonto;S;;N;;-8,99 €;;-8,99;;1,00
02.05.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;17,10 €;;17,10;;;
;;;;;;Lebensmittel;S;;N;17,10 €;;17,10;;1,00;
;;;;;;Girokonto;S;;N;;-17,10 €;;-17,10;;1,00
03.05.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;18,10 €;;18,10;;;
;;;;;;Lebensmittel;S;;N;18,10 €;;18,10;;1,00;
;;;;;;Girokonto;S;;N;;-18,10 €;;-18,10;;1,00
04.05.2018;Lebensmittel;;Bäcker;;;Bargeld;T;;N;5,00 €;;5,00;;;
;;;;;;Lebensmittel;S;;N;5,00 €;;5,00;;1,00;
;;;;;;Bargeld;S;;N;;-5,00 €;;-5,00;;1,00
07.05.2018;Lebensmittel;;Aldi;;;Girokonto;T;;N;19,91 €;;19,91;;;
;;;;;;Lebensmittel;S;;N;19,91 €;;19,91;;1,00;
;;;;;;Girokonto;S;;N;;-19,91 €;;-19,91;;1,00
07.05.2018;Lebensmittel;;Scheck-IN;;;Girokonto;T;;N;10,31 €;;10,31;;;
;;;;;;Lebensmittel;S;;N;10,31 €;;10,31;;1,00;
;;;;;;Girokonto;S;;N;;-10,31 €;;-10,31;;1,00
07.05.2018;Lebensmittel;;Soda Stream Kartusche;;;Girokonto;T;;N;8,99 €;;8,99;;;
;;;;;;Lebensmittel;S;;N;8,99 €;;8,99;;1,00;
;;;;;;Girokonto;S;;N;;-8,99 €;;-8,99;;1,00
08.05.2018;Lebensmittel;;Lebensmittel;;;Bargeld;T;;N;10,00 €;;10,00;;;
;;;;;;Lebensmittel;S;;N;10,00 €;;10,00;;1,00;
;;;;;;Bargeld;S;;N;;-10,00 €;;-10,00;;1,00
11.05.2018;Lebensmittel;;Bäcker;;;Bargeld;T;;N;5,00 €;;5,00;;;
;;;;;;Lebensmittel;S;;N;5,00 €;;5,00;;1,00;
;;;;;;Bargeld;S;;N;;-5,00 €;;-5,00;;1,00
11.05.2018;Lebensmittel;;Füllhorn;;;Girokonto;T;;N;23,37 €;;23,37;;;
;;;;;;Lebensmittel;S;;N;23,37 €;;23,37;;1,00;
;;;;;;Girokonto;S;;N;;-23,37 €;;-23,37;;1,00
12.05.2018;Lebensmittel;;Bäcker;;;Bargeld;T;;N;2,05 €;;2,05;;;
;;;;;;Lebensmittel;S;;N;2,05 €;;2,05;;1,00;
;;;;;;Bargeld;S;;N;;-2,05 €;;-2,05;;1,00
15.05.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;7,08 €;;7,08;;;
;;;;;;Lebensmittel;S;;N;7,08 €;;7,08;;1,00;
;;;;;;Girokonto;S;;N;;-7,08 €;;-7,08;;1,00
16.05.2018;Lebensmittel;;Koppenraucht;;;Girokonto;T;;N;17,14 €;;17,14;;;
;;;;;;Lebensmittel;S;;N;17,14 €;;17,14;;1,00;
;;;;;;Girokonto;S;;N;;-17,14 €;;-17,14;;1,00
16.05.2018;Lebensmittel;;Netto;;;Girokonto;T;;N;23,43 €;;23,43;;;
;;;;;;Lebensmittel;S;;N;23,43 €;;23,43;;1,00;
;;;;;;Girokonto;S;;N;;-23,43 €;;-23,43;;1,00
17.05.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;2,91 €;;2,91;;;
;;;;;;Lebensmittel;S;;N;2,91 €;;2,91;;1,00;
;;;;;;Girokonto;S;;N;;-2,91 €;;-2,91;;1,00
18.05.2018;Lebensmittel;;Bäcker;;;Bargeld;T;;N;5,00 €;;5,00;;;
;;;;;;Lebensmittel;S;;N;5,00 €;;5,00;;1,00;
;;;;;;Bargeld;S;;N;;-5,00 €;;-5,00;;1,00
18.05.2018;Lebensmittel;;Lebensmittel;;;Bargeld;T;;N;20,00 €;;20,00;;;
;;;;;;Lebensmittel;S;;N;20,00 €;;20,00;;1,00;
;;;;;;Bargeld;S;;N;;-20,00 €;;-20,00;;1,00
23.05.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;31,26 €;;31,26;;;
;;;;;;Lebensmittel;S;;N;31,26 €;;31,26;;1,00;
;;;;;;Girokonto;S;;N;;-31,26 €;;-31,26;;1,00
27.05.2018;Lebensmittel;;Spargel + Erdbeeren;;;Bargeld;T;;N;10,00 €;;10,00;;;
;;;;;;Lebensmittel;S;;N;10,00 €;;10,00;;1,00;
;;;;;;Bargeld;S;;N;;-10,00 €;;-10,00;;1,00
28.05.2018;Lebensmittel;;Spar;;;Girokonto;T;;N;15,21 €;;15,21;;;
;;;;;;Lebensmittel;S;;N;15,21 €;;15,21;;1,00;
;;;;;;Girokonto;S;;N;;-15,21 €;;-15,21;;1,00
30.05.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;19,29 €;;19,29;;;
;;;;;;Lebensmittel;S;;N;19,29 €;;19,29;;1,00;
;;;;;;Girokonto;S;;N;;-19,29 €;;-19,29;;1,00
30.05.2018;Lebensmittel;;Oliven;;;Bargeld;T;;N;10,00 €;;10,00;;;
;;;;;;Lebensmittel;S;;N;10,00 €;;10,00;;1,00;
;;;;;;Bargeld;S;;N;;-10,00 €;;-10,00;;1,00
30.05.2018;Lebensmittel;;Bäcker;;;Bargeld;T;;N;3,00 €;;3,00;;;
;;;;;;Lebensmittel;S;;N;3,00 €;;3,00;;1,00;
;;;;;;Bargeld;S;;N;;-3,00 €;;-3,00;;1,00
31.05.2018;Lebensmittel;;Spargel + Erdbeeren;;;Bargeld;T;;N;8,00 €;;8,00;;;
;;;;;;Lebensmittel;S;;N;8,00 €;;8,00;;1,00;
;;;;;;Bargeld;S;;N;;-8,00 €;;-8,00;;1,00
01.06.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;19,87 €;;19,87;;;
;;;;;;Lebensmittel;S;;N;19,87 €;;19,87;;1,00;
;;;;;;Girokonto;S;;N;;-19,87 €;;-19,87;;1,00
05.06.2018;Lebensmittel;;Aldi;;;Girokonto;T;;N;13,09 €;;13,09;;;
;;;;;;Lebensmittel;S;;N;13,09 €;;13,09;;1,00;
;;;;;;Girokonto;S;;N;;-13,09 €;;-13,09;;1,00
05.06.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;13,75 €;;13,75;;;
;;;;;;Lebensmittel;S;;N;13,75 €;;13,75;;1,00;
;;;;;;Girokonto;S;;N;;-13,75 €;;-13,75;;1,00
05.06.2018;Lebensmittel;;Erdbeeren;;;Bargeld;T;;N;6,00 €;;6,00;;;
;;;;;;Lebensmittel;S;;N;6,00 €;;6,00;;1,00;
;;;;;;Bargeld;S;;N;;-6,00 €;;-6,00;;1,00
06.06.2018;Lebensmittel;;Oliven;;;Bargeld;T;;N;13,00 €;;13,00;;;
;;;;;;Lebensmittel;S;;N;13,00 €;;13,00;;1,00;
;;;;;;Bargeld;S;;N;;-13,00 €;;-13,00;;1,00
07.06.2018;Lebensmittel;;Bäcker;;;Bargeld;T;;N;3,00 €;;3,00;;;
;;;;;;Lebensmittel;S;;N;3,00 €;;3,00;;1,00;
;;;;;;Bargeld;S;;N;;-3,00 €;;-3,00;;1,00
07.06.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;4,62 €;;4,62;;;
;;;;;;Lebensmittel;S;;N;4,62 €;;4,62;;1,00;
;;;;;;Girokonto;S;;N;;-4,62 €;;-4,62;;1,00
08.06.2018;Lebensmittel;;Füllhorn;;;Girokonto;T;;N;39,32 €;;39,32;;;
;;;;;;Lebensmittel;S;;N;39,32 €;;39,32;;1,00;
;;;;;;Girokonto;S;;N;;-39,32 €;;-39,32;;1,00
11.06.2018;Lebensmittel;;Aldi;;;Girokonto;T;;N;10,06 €;;10,06;;;
;;;;;;Lebensmittel;S;;N;10,06 €;;10,06;;1,00;
;;;;;;Girokonto;S;;N;;-10,06 €;;-10,06;;1,00
12.06.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;22,61 €;;22,61;;;
;;;;;;Lebensmittel;S;;N;22,61 €;;22,61;;1,00;
;;;;;;Girokonto;S;;N;;-22,61 €;;-22,61;;1,00
13.06.2018;Lebensmittel;;Penny;;;Girokonto;T;;N;11,12 €;;11,12;;;
;;;;;;Lebensmittel;S;;N;11,12 €;;11,12;;1,00;
;;;;;;Girokonto;S;;N;;-11,12 €;;-11,12;;1,00
13.06.2018;Lebensmittel;;Lebensmittel;;;Bargeld;T;;N;20,00 €;;20,00;;;
;;;;;;Lebensmittel;S;;N;20,00 €;;20,00;;1,00;
;;;;;;Bargeld;S;;N;;-20,00 €;;-20,00;;1,00
15.06.2018;Lebensmittel;;Tee Geschwender;;;Girokonto;T;;N;24,25 €;;24,25;;;
;;;;;;Lebensmittel;S;;N;24,25 €;;24,25;;1,00;
